em_arg_num,event_mention_id,event_mention_realis,event_mention_subtype,event_mention_type,event_mention_ways,file,hopper_id,label_polarity,trigger_context,trigger_length,trigger_offset,trigger_text
1,em-1867,generic,transfermoney,transaction,voluntary,609d5112c0386dc4e5f2e90b93cb7a5f,h-1888,neg,"The ones hoping to find real silver or gold for less than $20, are potential ""problem"" buyers.",6,2049,buyers
1,em-1890,other,transfermoney,transaction,voluntary,609d5112c0386dc4e5f2e90b93cb7a5f,h-1911,neg, The worst non paying buyer I've encountered recently is mustyann10So far she's stiffed 14 sellers in 2 weeks &amp; still buying.,6,2632,paying
2,em-1913,other,transfermoney,transaction,voluntary,609d5112c0386dc4e5f2e90b93cb7a5f,h-1911,neg, The worst non paying buyer I've encountered recently is mustyann10So far she's stiffed 14 sellers in 2 weeks &amp; still buying.,7,2698,stiffed
1,em-1105,other,die,life,,61d2b0dcc730f0b4e92ae0d1929b3caf,h-1126,pos,When your entire natioion is covered in oil and you are thankfully dead from its poison: we will be free of infantile assholes who treat a global disaster as if it doesn't exist.,4,3942,dead
1,em-735,other,die,life,,644706e2d97c9a9a1f9874510180f136,h-649,neg,"If it is 30, 30 innocent people have died for no reason.",4,2709,died
1,em-756,other,die,life,,644706e2d97c9a9a1f9874510180f136,h-649,neg,"If it is 30, 30 innocent people have died for no reason.",4,3167,died
2,em-1113,actual,attack,conflict,,644706e2d97c9a9a1f9874510180f136,h-683,neg,"Perhaps it was the most devastating terrorist attack in America, but the ones that trail behind it were mostly carried out by non-Muslims.",6,4052,attack
2,em-1134,actual,attack,conflict,,644706e2d97c9a9a1f9874510180f136,h-685,neg,In the last half century America has invaded 50 countries.,7,4798,invaded
1,em-2772,generic,attack,conflict,,644706e2d97c9a9a1f9874510180f136,h-687,neg,"Perhaps it was the most devastating terrorist attack in America, but the ones that trail behind it were mostly carried out by non-Muslims.",6,4052,attack
2,em-1176,actual,die,life,,644706e2d97c9a9a1f9874510180f136,h-689,neg,THe amount the Americans killed in that country is way more than anything muslim terrorists have done.,6,4984,killed
2,em-2976,generic,die,life,,644706e2d97c9a9a1f9874510180f136,h-689,neg,How many civillians died there?,4,4947,died
2,em-3012,actual,attack,conflict,,644706e2d97c9a9a1f9874510180f136,h-3040,neg,THe amount the Americans killed in that country is way more than anything muslim terrorists have done.,6,4984,killed
2,em-818,actual,correspondence,contact,,648fc5834f73b4196b4ceb3daad954f9,h-795,neg,"(quote) The White House had hoped to hold off asking for more money to fund military operations in Iraq and Afghanistan until after the election, but with costs rising faster than expected, it sent a request for an early installment of $25 billion to Congress this week.",7,965,request
1,em-1500,actual,contact,contact,,648fc5834f73b4196b4ceb3daad954f9,h-795,neg,"(quote) The White House had hoped to hold off asking for more money to fund military operations in Iraq and Afghanistan until after the election, but with costs rising faster than expected, it sent a request for an early installment of $25 billion to Congress this week.",6,811,asking
1,em-985,actual,attack,conflict,,648fc5834f73b4196b4ceb3daad954f9,h-983,neg,"For the first time since the war began, a majority of the respondents to the Gallup poll  54 percent  say the war in Iraq has not been worth the costs, while 44 percent said it has been worthwhile.",3,180,war
1,em-1006,actual,attack,conflict,,648fc5834f73b4196b4ceb3daad954f9,h-983,neg,"When the war first began in March 2003, 29 percent of Americans said the war was not worth it, while 68 percent said it was.",3,277,war
1,em-1027,actual,attack,conflict,,648fc5834f73b4196b4ceb3daad954f9,h-983,pos,"When the war first began in March 2003, 29 percent of Americans said the war was not worth it, while 68 percent said it was.",3,341,war
1,em-1291,actual,attack,conflict,,648fc5834f73b4196b4ceb3daad954f9,h-983,neg,Wasn't it Larry Lindsey who was fired as White House economic adviser three months in advance of the invasion of Iraq for suggesting that the war would cost between $100 billion and $200 billion?,8,2744,invasion
1,em-1092,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1113,neg,"(quote) The White House had hoped to hold off asking for more money to fund military operations in Iraq and Afghanistan until after the election, but with costs rising faster than expected, it sent a request for an early installment of $25 billion to Congress this week.",4,836,fund
1,em-1136,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1157,neg,"The terse, three-page request came with a catch that stunned lawmakers: While the funds were allocated to broad categories -- $16 billion for the Army, $6 billion for the other services, $5 billion for covert operations -- Bush asked for a free hand to transfer the money to other activities related to Iraq and Afghanistan at will.",8,1290,transfer
1,em-1159,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1157,neg,"Bush said he would transfer the money only for ""emergency and essential"" purposes.",8,1570,transfer
3,em-1180,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1215,neg,New figures given Congress this week say spending on Iraq and Afghanistan could be $66 billion or more for the fiscal year starting Oct. 1.,8,1917,spending
2,em-1261,actual,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1289,neg,"With the $160 billion or so we have spent so far, plus another $66 billion next year, the cost of operations in Iraq and Afghanistan could be more than $220 billion by the end of fiscal 2005.",5,2486,spent
3,em-1333,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1368,pos,"Below is the address where you can send your personal check:U. S. Department of the Treasury1500 Pennslvania Avenue, NWWashington, D. C. 20220I think it's the least you can do, since the USA has been protecting your postage stamp size country for the last sixty years.",4,3656,send
3,em-1370,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1368,pos,"Below is the address where you can send your personal check:U. S. Department of the Treasury1500 Pennslvania Avenue, NWWashington, D. C. 20220I think it's the least you can do, since the USA has been protecting your postage stamp size country for the last sixty years.",4,4085,send
2,em-1470,other,transfermoney,transaction,voluntary,648fc5834f73b4196b4ceb3daad954f9,h-1498,pos,Why aren't the Iraqis being paid 10 bucks a day to rebuild their own country?,4,4883,paid
1,em-1542,actual,correspondence,contact,,648fc5834f73b4196b4ceb3daad954f9,h-1563,neg,"The terse, three-page request came with a catch that stunned lawmakers: While the funds were allocated to broad categories -- $16 billion for the Army, $6 billion for the other services, $5 billion for covert operations -- Bush asked for a free hand to transfer the money to other activities related to Iraq and Afghanistan at will.",5,1265,asked
1,em-250,other,die,life,,6521f6bd1eb405232a5e852423722bac,h-271,pos,"Also,to use an old cliche...""I would rather die on my feet then live on my knees""",3,753,die
2,em-1041,generic,attack,conflict,,670b5425fcd1700e2c27af5f09244cb1,h-1069,neg,Why would governments and companies in certain countries sell arms to an offensive country when they attack a country they dislike but then attack that country when it attacks a country they do like this is double standards!,7,231,attacks
1,em-1578,generic,attack,conflict,,670b5425fcd1700e2c27af5f09244cb1,h-1599,neg,Why would all these countries be happy for Iraq to go on the war path and to fund both all sides of the war yet go after Iraq when it starts on Kuwait (although they left Saddam in power).,3,765,war
2,em-1601,actual,transfermoney,transaction,voluntary,670b5425fcd1700e2c27af5f09244cb1,h-1629,neg,Why would all these countries be happy for Iraq to go on the war path and to fund both all sides of the war yet go after Iraq when it starts on Kuwait (although they left Saddam in power).,4,781,fund
2,em-1738,actual,attack,conflict,,670b5425fcd1700e2c27af5f09244cb1,h-1766,neg,Then 12 years later there is no longer a Soviet union but they notice a strengthening Iran that is a potential threat to their ally Israel so when some they get some 'evidence' of Iraq with nuclear material from a known unreliable source via MI6 they jump with joy to invade it.,6,1818,invade
2,em-1775,other,endposition,personnel,,670b5425fcd1700e2c27af5f09244cb1,h-1824,pos,It is a win win for their publicity they either take out evil dictator Saddam or they stop Iraq getting nukes.,8,1877,take out
2,em-1923,generic,transfermoney,transaction,voluntary,670b5425fcd1700e2c27af5f09244cb1,h-1951,neg,So if you still think the US and co are the just and honourable governments they claim to be why would they allow companies to fund two sides of a war?,4,2426,fund
1,em-1995,generic,attack,conflict,,670b5425fcd1700e2c27af5f09244cb1,h-2016,neg,why would they only take action when a puppet state is invaded?,7,2549,invaded
2,em-2041,generic,die,life,,670b5425fcd1700e2c27af5f09244cb1,h-2069,neg,"If only we could make the leaders look right into the eyes of every civilian they kill, maybe the fighting and wars would stop.",4,3706,kill
3,em-935,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,154,nominated
3,em-970,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,631,nominated
3,em-1005,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,949,nominated
3,em-1086,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,1569,nominated
3,em-1121,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,2097,nominated
3,em-1186,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,2498,nominated
3,em-1293,actual,nominate,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-933,neg,"Example: John Brennan, a terrorist sympathizer who scrubbed Obama's passport files, is now nominated to be Director of the CIA.",9,3281,nominated
1,em-1063,actual,startposition,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-1084,neg,Are you saying that Brennan hired them in the first place or what?,5,1310,hired
1,em-1328,other,endposition,personnel,,aa32f4f9534045b9f33a9599d0c1b580,h-1379,pos,Things will get better when Bush is out of office.,3,4123,out
1,em-233,actual,attack,conflict,,af18d29036ab0a9f8cf2742a5a1b4804,h-254,neg,"Really sad news, this along with the Nairobi mall attack over the same weekend.",6,453,attack
1,em-256,actual,attack,conflict,,af18d29036ab0a9f8cf2742a5a1b4804,h-254,neg,"Really sad news, this along with the Nairobi mall attack over the same weekend.",6,638,attack
2,em-277,actual,attack,conflict,,af18d29036ab0a9f8cf2742a5a1b4804,h-305,neg,and the Iraqi car bombing at the funeral procession this weekend that killed 50+,7,696,bombing
2,em-307,actual,die,life,,af18d29036ab0a9f8cf2742a5a1b4804,h-335,neg,and the Iraqi car bombing at the funeral procession this weekend that killed 50+,6,748,killed
1,em-1453,actual,correspondence,contact,,b6b443777e5ca92aa5152f5593960fd9,h-1451,neg,My friend was scammed this christmas and I wouldnt want anyone else to fall prey to these bar*****sHe answered one of those russian wife emails which are going around at the moment.,8,174,answered
1,em-1474,actual,correspondence,contact,,b6b443777e5ca92aa5152f5593960fd9,h-1451,neg,When she replied she seemed nice and the photo given was a gorgous young lady.,7,263,replied
1,em-1497,actual,correspondence,contact,,b6b443777e5ca92aa5152f5593960fd9,h-1451,neg,Ater a few exchanges of emails my friend decided he wanted to meet however there was a catch.,9,344,exchanges
2,em-1560,actual,correspondence,contact,,b6b443777e5ca92aa5152f5593960fd9,h-1451,neg,Unfortunately that was not the last he heard from her because she said she will come over christmas.,5,601,heard
1,em-1639,actual,correspondence,contact,,b6b443777e5ca92aa5152f5593960fd9,h-1451,neg,He then got an email saying she needed to prove to immigration that she could support herself.,5,780,email
2,em-1697,actual,correspondence,contact,,b6b443777e5ca92aa5152f5593960fd9,h-1451,neg,The day before she was supposed to arrive she got an email.,5,1105,email
