content,file,entity_id,entity_type,entity_specificity,mention_id,mention_text,mention_type,mention_offset,label_polarity
"You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.Edit: lol at neg rep, the left have really drummed in you lot well.",4764f1400fa336d1fb972719b10b939a,ent-21,PER,specific,m-195,im,PRO,3973,pos
"
I believe these rows will just keep getting worse for years to come.Problem I see is not the color of people that live in here and not from where they come.But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.",4764f1400fa336d1fb972719b10b939a,ent-745,PER,nonspecific,m-758,they,PRO,253,neg
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-1340,PER,specific,m-1334,a lot with bad accents from other parts of world,NOM,970,neg
"I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.",4764f1400fa336d1fb972719b10b939a,ent-844,PER,specific,m-822,few or more generation old foreigners,NOM,612,neg
"

no its not.Colonialism was forced on the native populations by the white invaders.We live in a democracy and can vote for people who represent our views.",4764f1400fa336d1fb972719b10b939a,ent-1451,PER,specific,m-1445,the white invaders,NOM,4144,neg
"is ghana boring?It's brainwashing at it's finest, every race has a right to exist, the planet is diverse enough.It's true what people say, if you want different cultures then go visit them.",4764f1400fa336d1fb972719b10b939a,ent-1091,PER,nonspecific,m-1085,every race,NOM,3373,pos
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-874,LOC,nonspecific,m-868,other parts of world,NOM,998,neg
"Colonialism was forced on the native populations by the white invaders.We live in a democracy and can vote for people who represent our views.If people don't like something and can't live here, they know what they can do....",4764f1400fa336d1fb972719b10b939a,ent-1469,PER,nonspecific,m-1463,people who represent our views,NOM,4204,pos
"after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.By the way i live in Central London...i know what im talking about.",4764f1400fa336d1fb972719b10b939a,ent-33,PER,specific,m-243,You,PRO,3768,neg
"By the way i live in Central London...i know what im talking about.Edit: lol at neg rep, the left have really drummed in you lot well.a shame.",4764f1400fa336d1fb972719b10b939a,ent-33,PER,specific,m-1439,you,PRO,4046,neg
"We live in a democracy and can vote for people who represent our views.If people don't like something and can't live here, they know what they can do....None",4764f1400fa336d1fb972719b10b939a,ent-1109,PER,nonspecific,m-1167,people,NOM,4239,neg
"We live in a democracy and can vote for people who represent our views.If people don't like something and can't live here, they know what they can do....None",4764f1400fa336d1fb972719b10b939a,ent-1109,PER,nonspecific,m-1173,they,PRO,4288,neg
"We live in a democracy and can vote for people who represent our views.If people don't like something and can't live here, they know what they can do....None",4764f1400fa336d1fb972719b10b939a,ent-1109,PER,nonspecific,m-1478,they,PRO,4303,neg
"This is England, we are a 3rd world dumping ground for some reason.. being forced on the native populace, we don't want 200 nationalities here...is it so wrong keeping Britain white?after all the whites have occupied this land sicne the dawn of man.You have been brainwashed to believe that this country needs diversity to survive, it does not..it didnt need it in the past and it does not need it now.",4764f1400fa336d1fb972719b10b939a,ent-950,PER,nonspecific,m-1145,the whites,NOM,3709,pos
"But that when someone who is not from here decides to reside in Britain, they do not adapt to Britain, they want Britain to adapt to them.I do feel unpleasant about these statistics of white race extinction, it's basically telling us that within next centuries we'll be minority in countries that were once ours?countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.",4764f1400fa336d1fb972719b10b939a,ent-950,PER,nonspecific,m-1299,white race,NOM,452,pos
"countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.Another issue is how on earth is it going to be with language, imagine the pot of cultures and nationalities in this country that's going to grow, it's a fact that a very mere number of foreigners can actually speak excellent English, there's a lot with bad accents from other parts of world, not everybody even knows how to call some things.Funny thing is that even some British don't have superb English.",4764f1400fa336d1fb972719b10b939a,ent-1321,PER,nonspecific,m-1315,the pot of cultures and nationalities,NOM,798,neg
"
This seems to come up a lot as well, as a matter fo fact countries were better off under British rule..bring British ideas and industry to places of no hope.Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.Zimbabwe since then is a right dump going no where.",4764f1400fa336d1fb972719b10b939a,ent-989,PER,specific,m-429,Brits,NAM,2106,pos
"I'll reply another time.Oh yeah, they colonised us, so why can't we colonise them?hmmmm good question that init?",4764f1400fa336d1fb972719b10b939a,ent-989,PER,specific,m-1058,them,PRO,2898,neg
"I'll reply another time.Oh yeah, they colonised us, so why can't we colonise them?hmmmm good question that init?",4764f1400fa336d1fb972719b10b939a,ent-989,PER,specific,m-1401,they,PRO,2854,neg
"is ghana boring?It's brainwashing at it's finest, every race has a right to exist, the planet is diverse enough.It's true what people say, if you want different cultures then go visit them.",4764f1400fa336d1fb972719b10b939a,ent-1100,LOC,nonspecific,m-1094,the planet,NOM,3406,pos
Anyway seems nobody is happy.Had more crappy customers in the past week than I have had all year.For me UPS on large dish orders works good.,47c26ba3563092e41c5a42252931baf1,ent-1298,PER,specific,m-1292,more crappy customers,NOM,2555,neg
I am lucky that the package required signature or else it would have shown delivered.I hope I never have another package shipped via Fedex.They are incompetent.,47c26ba3563092e41c5a42252931baf1,ent-45,ORG,specific,m-423,Fedex,NAM,1587,neg
